Irradiance[W/m^2],Temperature[deg C],Humidity[%],Wind Speed[m/s]
58.1397,8.36,27.89,0.057
59.3624,7.969,27.99,0.777
60.8247,7.68,28.06,0.85
61.4778,7.552,28.11,0.888
58.6908,7.526,28.53,0.397
55.6959,7.554,28.73,0.183
54.05,7.6,28.46,0
50.8892,7.644,28.35,0
48.5818,7.689,28.36,0
48.0999,7.713,28.32,0.022
42.9409,7.714,28.29,0
35.3907,7.614,28.43,0
31.5546,7.522,28.67,0
29.3069,7.382,28.82,0
27.2961,7.244,28.86,0
25.3602,7.096,28.73,0.5
23.6049,6.987,28.78,1.15
21.8962,6.792,29.02,1.15
20.3051,6.69,29.26,1.288
18.8153,6.568,29.33,1.4
17.4169,6.511,29.34,1.263
16.177,6.419,29.44,1.128
15.0535,6.159,29.69,1.188
14.026,5.831,29.9,1.763
13.012,5.694,30.2,1.625
12.001,5.684,30.12,1.338
10.98,5.693,29.86,1.15
9.94733,5.714,29.77,1.025
8.94261,5.799,29.64,0.65
8.03309,5.789,29.66,0.963
7.17567,5.563,29.73,1.025
6.3648,5.471,29.94,1.038
5.56018,5.431,29.99,1.088
4.69597,5.455,30.06,0.865
3.95055,5.717,29.92,0.903
3.28335,5.946,29.97,0.208
2.78209,6.068,30.07,0.057
2.4397,6.123,30.25,0
7.63203,7.498,25.58,1.16
9.40427,7.651,25.37,2.125
11.0963,7.79,25.24,1.513
12.979,7.991,24.75,2.065
14.772,8.21,24.53,1.45
15.818,8.31,24.32,2.188
16.6233,8.33,24.3,2.6
17.919,8.39,24.39,2.763
20.7071,8.53,24.41,2.75
23.9208,8.78,23.97,2.763
27.0971,9.03,23.67,2.2
30.1302,9.12,23.56,2.075
31.9456,9.15,23.58,2.213
33.2483,9.12,23.65,2.838
34.0124,9.15,23.44,3.038
34.3123,9.32,23.23,2.963
35.3335,9.43,23.16,2.8
34.8899,9.54,22.86,2.713
32.6493,9.54,23.03,3.013
32.3305,9.45,22.8,3.35
34.6311,9.48,22.81,2.763
36.7414,9.56,22.68,3.15
38.7189,9.59,22.66,2.725
40.9027,9.55,22.99,2.438
45.01,9.39,23.31,2.875
50.2074,9.25,23.52,2.525
53.7014,9.12,23.69,2.563
56.2572,9.05,23.97,2.638
57.6134,8.96,24.26,2.475
59.7477,8.87,24.58,2.3
62.6294,8.82,24.45,2.475
64.3924,8.87,24.2,2.625
66.1338,8.97,23.98,2.688
66.8467,9.03,23.87,2.475
68.6123,9.07,23.93,2.688
70.2707,9.09,23.96,2.525
71.5713,9.14,23.71,2.775
72.4855,9.27,23.45,2.2
76.8273,9.33,23.27,2.25
85.2193,9.37,23.29,2.338
96.8799,9.39,23.08,2.225
106.91,9.47,23.09,1.825
113.376,9.55,22.91,2.613
120.983,9.6,22.66,2.363
123.758,9.65,22.63,2.238
122.215,9.7,22.53,2.463
124.29,9.73,22.69,2.163
127.168,9.8,23.25,0.883
135.422,9.68,23.99,0.592
137.79,9.4,24.47,0.448
137.598,9.27,24.74,0.63
139.12,9.26,25.08,0.975
140.19,9.31,25.06,0.865
142.97,9.34,24.92,0.913
150.682,9.32,24.74,0.387
155.184,9.36,24.74,0.515
154.789,9.48,24.56,0.4
149.681,9.59,24.32,0
147.693,9.64,23.77,0
142.756,9.66,23.77,0
146.065,9.69,23.35,0
153.293,9.82,23.26,0
168.228,9.92,22.98,0.035
165.279,9.99,23,0.532
157.397,9.94,23.01,0.317
158.874,9.89,23.07,0.295
163.674,9.83,23.32,0.432
156.835,9.76,23.25,1.9
146.796,9.7,23.26,1.525
157.371,9.67,22.82,0.993
160.113,9.71,22.79,0
156.089,9.81,22.75,0.52
157.059,9.87,22.53,0.08
158.573,9.95,22.25,0.09
163.094,10.05,22.31,0.09
156.916,10.11,22.44,0.383
154.25,10.16,21.83,0
158.541,10.27,21.98,0
157.594,10.35,22.39,0
152.448,10.46,23.46,0
140.798,10.64,22.46,0
127.384,10.73,21.58,0
125.638,10.8,21.31,0
125.364,10.8,21.73,0
123.185,10.74,21.58,0.332
121.047,10.65,21.86,1.175
118.562,10.43,21.92,1.525
121.075,10.28,21.79,1.288
122.42,10.29,21.59,2.125
123.112,10.47,21.15,1.988
124.043,10.55,21.52,1.55
128.184,10.61,21.55,1.313
132.433,10.63,23.48,0.26
136.588,10.41,24.78,0.08
157.357,10.18,24.07,0.232
173.64,10.13,23.37,0
197.19,10.2,23.29,0
198.965,10.35,23.37,0
207.026,10.49,22.75,0
220.088,10.63,22.28,0
231.375,10.77,21.96,0
248.528,10.91,21.68,0
273.45,11.12,21.12,0
298.8,11.38,20.29,0
301.507,11.59,20.73,0
303.931,11.77,19.68,0
317.67,11.91,18.98,0.675
313.971,12.04,18.92,0.857
279.224,12.26,18.96,0.422
265.714,12.48,20.02,0.812
256.414,12.65,20.46,1.413
303.718,12.82,21.16,1.113
290.073,13,20.96,0.915
301.956,13.21,20.07,1.038
324.17,13.47,19.84,0.73
297.911,13.75,20.37,0.662
294.627,13.82,19.95,0.817
316.462,13.77,18.92,0.497
293.096,13.81,19.22,0.165
303.443,13.87,18.99,0.185
311.45,13.84,18.74,0.153
341.024,13.67,18.54,0.25
309.235,13.61,18.36,0
275.18,13.7,19.04,0.08
288.603,13.83,19.41,0.452
281.134,13.76,18.93,0.07
342.116,13.73,19.14,0.402
349.138,13.77,19.02,0.258
359.523,13.89,18.51,0.267
336.247,14.11,18.82,0
309.197,14.19,18.15,0.22
277.761,14.29,18.11,0
302.406,14.33,18.18,0.51
319.09,14.4,18.22,0.213
333.473,14.6,19.45,1.2
335.437,14.72,18.76,1.525
336.312,14.8,18.8,1.175
339.479,14.89,19.5,1.263
341.515,15,18.99,1.4
356.9,15.13,19.86,1.188
371.669,15.2,19.74,1.225
379.506,15.22,19.83,1.25
386.787,15.24,19.13,0.542
391.363,15.21,19.38,1.3
401.147,15.01,18.89,0.842
404.773,14.75,18.19,0.933
407.199,14.59,18.01,1.263
402.809,14.58,18.15,1.325
391.346,14.69,17.29,1.213
385.487,14.76,17.59,0.34
369.573,14.92,17.48,0.45
353.494,14.87,17.41,0.293
354.647,14.59,17,0.647
365.386,14.63,17.17,0.405
365.163,14.62,18.37,0.267
366.724,14.35,20.38,1.758
352.057,13.56,21.35,1.863
350.03,13.07,21.01,1.325
351.759,12.89,20.64,0.53
355.489,12.96,21.15,0.72
357.993,12.94,22.39,1.1
347.91,12.41,22.93,1.55
355.237,11.5,23.87,1.913
369.521,10.66,25.09,2.213
393.247,10.07,26.12,3.163
398.588,9.72,27.04,2.763
392.338,9.54,28.2,2.725
360.334,9.44,28.36,2.4
373.124,9.43,27.7,2.238
374.397,9.41,27.21,2.125
389.558,9.4,26.38,2.125
411.738,9.35,26.01,2.5
413.294,9.34,25.7,2.725
429.753,9.4,26.09,2.325
423.583,9.55,25.53,2.863
415.31,9.72,24.41,2.988
411.938,9.8,24.93,2.688
417.295,9.77,25.2,2.238
402.936,9.84,24.53,2.138
404.197,10.08,23.56,2.413
409.204,10.18,22.86,1.7
402.308,10.27,22.96,1.488
407.173,10.4,22.92,2.05
411.424,10.56,23.24,2.25
395.039,10.49,24.03,2.013
387.852,10.42,23.33,2.288
394.288,10.44,22.51,2.213
404.29,10.56,23.4,2.325
373.3,10.61,23.19,1.988
373.402,10.62,23.29,1.875
384.541,10.55,23.02,1.238
375.844,10.55,23.17,1.963
396.649,10.62,23.58,2.138
403.963,10.58,24.03,2.238
365.636,10.44,24.1,2.275
356.691,10.39,24.44,1.638
385.555,10.36,24.75,1.975
431.88,10.31,25.07,1.625
417.08,10.31,24.67,2.113
379.62,10.35,24.05,2.088
386.358,10.41,23.54,2.475
454.635,10.52,23.35,2.488
433.873,10.56,23.43,1.813
391.298,10.46,24.18,1.663
382.963,10.48,23.6,1.988
363.803,10.62,23.33,2.513
366.597,10.68,22.95,1.838
370.991,10.69,22.79,1.638
377.277,10.71,22.77,2.263
390.943,10.7,23.48,1.775
399.504,10.69,23.77,1.788
397.472,10.71,23.33,2.525
394.55,10.77,23.98,1.913
410.829,10.82,23.8,1.963
404.558,10.89,23.42,2.188
404.737,10.89,23.27,1.625
381.289,10.8,23.68,1.4
351.96,10.71,23.5,1.088
390.23,10.71,23.82,2.188
403.316,10.77,23.92,2.175
393.022,10.76,23.94,2.225
402.558,10.72,23.85,2.025
404.807,10.58,24.38,1.825
416.017,10.5,24.57,2.188
405.463,10.47,25.13,2.338
397.327,10.38,24.79,2.05
381.458,10.29,25.37,1.575
413.437,10.36,25.29,1.738
410.913,10.53,25.26,1.813
405.399,10.64,24.84,2.225
379.638,10.67,24.78,2
378.967,10.56,25.14,1.975
421.942,10.52,25.02,2.05
403.759,10.51,25.03,1.328
386.844,10.47,25.51,1.838
404.158,10.57,25.41,1.825
413.425,10.52,25.36,1.688
443.87,10.55,25.45,2.813
414.087,10.64,25.43,2.65
424.111,10.63,25.51,2.15
450.447,10.53,25.64,1.888
449.001,10.45,25.93,2.275
435.448,10.43,25.93,2.288
449.861,10.35,26.12,2.15
470.033,10.23,26.14,1.765
488.682,10.26,26.11,2.125
509.647,10.24,26.36,1.65
519.035,10.22,25.97,1.8
493.703,10.18,25.83,2.375
480.948,10.15,26.14,2.35
478.993,10.15,26.33,2.3
467.226,10.17,26.29,2.525
449.877,10.15,26.29,2.188
469.33,10.02,25.97,2.175
451.878,9.95,26.13,2.475
454.032,9.99,26.08,2.363
444.919,10.11,25.9,2.363
443.45,10.29,25.89,2.713
463.503,10.26,26.42,2.45
493.645,10.2,26.33,2.3
520.86,10.13,26.57,2.475
517.92,10.11,26.43,2.238
507.067,10.11,26.45,2.113
494.134,10.18,26.15,1.988
483.233,10.33,26.18,2.563
479.904,10.37,26.17,2.25
484.98,10.4,26.27,2.6
468.864,10.42,26.45,2
465.349,10.39,26.54,1.888
474.489,10.37,26.33,2.188
506.002,10.3,26.31,1.95
509.429,10.32,25.8,2.55
486.657,10.4,25.91,2.238
491.806,10.46,26.17,1.875
498.13,10.46,25.85,1.813
512.105,10.48,25.89,2.125
502.123,10.57,25.85,1.963
488.73,10.56,25.74,2.35
469.041,10.53,25.84,1.975
461.15,10.49,26.66,2.225
437.286,10.42,26.28,2.225
420.381,10.54,26.27,2.05
399.724,10.63,25.69,2.513
400.784,10.51,26.32,2.238
372.289,10.44,26.57,2.388
401.998,10.39,26.55,2.3
399.895,10.36,26.78,2.363
356.088,10.34,26.88,1.34
352.5,10.25,26.66,1.9
389.283,10.22,26.8,1.8
373.291,10.18,26.39,1.7
346.144,10.17,26.58,1.6
342.983,10.15,26.17,1.375
320.613,10.15,26.17,2.275
333.921,10.2,26.15,2.425
363.867,10.34,26.3,1.738
319.898,10.35,26.54,2.113
328.016,10.37,26.51,2.138
344.73,10.35,26.57,2.025
357.805,10.41,26.39,2.175
352.044,10.49,26.49,2.138
368.431,10.42,26.83,2.1
375.449,10.45,26.54,1.975
367.339,10.49,26.67,1.95
379.43,10.45,27.07,1.413
387.822,10.37,27.21,1.325
392.445,10.36,26.45,2.2
411.052,10.43,26.43,2.1
399.225,10.55,26.28,2.238
393.143,10.49,26.19,2.113
393.784,10.43,26.44,1.8
393.525,10.48,25.99,1.763
392.435,10.49,26.42,1.9
381.124,10.4,25.76,1.9
371.508,10.37,25.85,1.738
365.825,10.45,26.06,1.003
360.943,10.62,25.69,1.513
359.534,10.65,25.75,1.588
357.476,10.67,25.73,2.05
362.704,10.71,25.92,1.825
359.192,10.72,26.04,1.775
361.38,10.69,25.75,1.813
361.367,10.69,26.32,1.688
383.419,10.76,25.91,2.363
381.49,10.85,25.76,2.275
368.226,10.93,26.34,2.275
368.202,10.97,25.94,2.013
376.763,10.95,25.52,1.75
390.272,10.85,25.62,1.638
409.358,10.78,25.25,2
422.231,10.72,25.28,2.213
418.495,10.8,25.23,1.875
436.716,10.85,25.36,1.638
437.319,10.95,24.83,2.238
433.394,11.1,24.42,1.663
438.926,11.2,24.7,1.65
445.368,11.31,24.51,1.775
421.809,11.22,24.74,1.6
438.08,11.12,24.7,1.638
435.255,11.03,24.7,1.438
430.072,11.08,24.58,1.813
417.338,11.14,24.59,1.238
441.597,11.16,24.95,1.418
439.904,11.29,24.39,1.763
436.63,11.41,24.34,1.838
426.982,11.44,24.17,1.925
434.858,11.43,24.35,1.925
444.56,11.35,23.96,1.675
456.685,11.29,23.5,1.525
452.974,11.36,24.01,1.913
459.916,11.45,24.11,1.155
463.818,11.38,23.8,0.552
448.421,11.38,23.7,0.575
448.656,11.41,23.43,1.25
449.983,11.3,22.65,1.215
447.09,11.24,22.28,2
449.069,11.32,23.1,1.413
441.036,11.41,23.2,1.363
438.325,11.3,22.71,1.663
445.152,11.24,22.9,1.475
441.922,11.25,23.26,1.263
437.381,11.41,23.06,1.8
422.536,11.53,23.2,1.5
413.421,11.6,22.21,1.563
417.709,11.52,22.04,1.675
415.933,11.47,22.25,1.675
411.177,11.46,22.77,1.888
408.358,11.46,22.8,1.438
411.728,11.34,22.78,1.65
405.721,11.35,23.02,2
401.147,11.4,22.46,1.613
394.341,11.43,22.79,1.303
380.104,11.51,22.67,1.19
373.713,11.59,22.82,0.91
378.343,11.76,22.56,0.57
373.98,11.87,22.24,0.857
360.39,11.97,22.2,1.068
340.756,12.06,22.08,0.895
267.62,12.16,22.33,1.538
244.941,12.18,22.33,1.133
237.011,12.13,22.3,1.8
226.485,12.05,22.5,1.575
218.333,11.86,22.62,1.115
218.719,11.71,22.93,1.353
226.757,11.67,23.01,1.163
227.303,11.7,22.84,1.175
226.681,11.73,23,1.688
221.258,11.74,22.79,1.763
212.928,11.74,23.28,1.75
209.014,11.7,23.06,1.788
205.687,11.64,23.12,1.65
206.618,11.63,23,1.488
203.441,11.63,23.39,1.025
203.483,11.57,23.28,1.29
200.537,11.51,23.17,1.05
198.221,11.48,23.38,1.663
197.013,11.45,23.2,1.35
195.161,11.39,23.25,1.688
193.941,11.36,23.37,1.813
191.02,11.4,23.49,1.725
187.788,11.43,23.62,1.513
185.486,11.41,23.68,1.263
184.882,11.37,23.61,2
186.243,11.35,23.54,1.488
192.243,11.33,23.44,1.625
198.498,11.31,23.58,1.55
196.839,11.33,23.81,1.513
198.259,11.36,23.66,1.788
198.932,11.34,23.73,1.688
202.278,11.31,24,1.338
207.504,11.29,23.67,1.4
225.213,11.28,23.9,1.238
224.104,11.38,23.75,2
235.633,11.47,23.62,1.838
242.988,11.57,23.82,1.633
241.207,11.65,23.52,1.763
222.083,11.62,23.34,1.925
222.175,11.58,23.58,1.838
222.904,11.61,23.27,2.188
224.041,11.65,23.31,1.85
223.421,11.7,23.26,2.15
225.001,11.75,23.31,1.4
208.886,11.79,23.02,1.663
213.422,11.84,23.05,1.55
207.963,11.9,23.01,1.788
202.486,11.89,22.71,1.825
196.479,11.87,22.67,1.938
198.49,11.86,22.65,2.063
202.015,11.89,22.92,1.9
197.295,11.9,23.05,1.8
188.823,11.82,22.63,1.638
185.349,11.77,22.8,1.675
184.283,11.77,22.86,2.363
180.251,11.78,22.91,2.025
174.841,11.77,22.89,1.988
169.942,11.77,22.79,2.075
168.491,11.75,22.52,2.313
165.823,11.74,23,1.863
161.749,11.74,22.74,2.313
158.354,11.72,23.46,1.525
154.298,11.73,23.09,2
151.06,11.74,22.79,2.125
147.661,11.75,23.16,1.9
144.092,11.74,23.05,2.05
140.701,11.72,23.28,1.6
137.861,11.73,23.18,1.838
135.574,11.72,23.2,2.138
133.126,11.72,23.3,1.85
130.801,11.71,23.48,1.775
128.418,11.69,23.43,1.925
125.907,11.62,23.4,1.85
123.346,11.59,23.38,1.6
120.526,11.55,23.59,1.538
117.567,11.54,23.55,2.038
114.462,11.56,23.52,1.988
111.317,11.55,23.43,2.275
108.107,11.52,23.67,1.988
105.031,11.52,23.67,1.613
102.18,11.52,23.49,1.625
99.5398,11.51,23.45,1.925
96.9908,11.49,23.43,1.938
94.4392,11.48,23.42,1.913
91.7933,11.48,23.86,1.563
89.191,11.48,23.88,1.75
86.9358,11.48,24.07,1.738
85.1696,11.48,23.91,1.8
84.1775,11.48,23.87,1.888
83.8344,11.46,23.9,1.638
83.9132,11.45,24.17,1.813
84.0839,11.42,24.2,1.775
84.1015,11.4,24.28,1.6
83.8072,11.34,24.28,1.863
83.3468,11.3,24.56,1.413
82.7797,11.26,24.83,1.338
82.0114,11.24,24.9,1.475
81.0305,11.23,25.04,1.6
80.3128,11.22,25.03,1.738
80.0392,11.22,24.84,1.85
80.074,11.2,24.87,1.563
79.7517,11.18,24.84,1.663
78.7979,11.17,25.15,1.325
77.487,11.15,25.1,2.25
76.5053,11.13,25.14,2.075
76.6098,11.1,25.16,2.213
77.6826,11.05,25.39,2.063
78.8157,11.02,25.52,1.863
79.4916,11,25.63,2.05
79.0064,10.98,25.84,2.075
77.0078,10.95,25.88,2.113
73.5987,10.93,26.06,2.15
69.0194,10.9,26.16,2.138
64.0444,10.86,26.26,2.475
59.4524,10.82,26.34,2.425
55.9708,10.77,26.57,1.9
53.4288,10.74,26.78,1.663
51.5156,10.71,26.97,2.05
49.8128,10.69,27.04,1.9
48.0977,10.67,27.27,1.888
46.6197,10.66,27.31,1.913
45.7462,10.63,27.36,2.038
45.7695,10.6,27.5,1.775
46.6412,10.54,27.58,1.913
47.9481,10.49,27.6,2.375
49.0458,10.47,27.62,2.088
49.4839,10.44,27.81,1.875
49.2417,10.42,27.8,2
48.2169,10.38,27.88,2.525
46.6875,10.35,27.73,2.263
44.8162,10.28,27.85,2.15
42.9567,10.22,28.07,1.913
41.1916,10.19,28.16,2.125
39.5722,10.13,28.31,1.738
38.0711,10.1,28.42,1.888
36.6809,10.06,28.02,2.738
35.4882,10.03,28.05,2.2
34.5639,9.98,28.26,2.125
33.8851,9.95,28.33,2.263
33.4868,9.91,28.36,2.025
33.3102,9.89,28.24,2.188
33.1449,9.88,28.58,2.2
32.889,9.86,28.69,2.175
32.4299,9.84,28.29,2.388
31.8171,9.84,27.93,2.338
31.1648,9.82,27.69,2.788
30.8367,9.81,27.52,2.813
30.856,9.77,27.69,2.338
30.9375,9.72,27.99,1.988
30.8409,9.68,27.99,2.25
30.3154,9.67,27.98,1.863
29.5643,9.65,28.11,1.963
28.6432,9.62,27.99,2.15
27.718,9.6,27.99,2.038
26.8862,9.59,27.96,2.15
26.2156,9.57,27.62,2.138
25.6819,9.56,27.53,1.613
25.2523,9.52,27.67,1.438
24.8971,9.47,27.82,1.775
24.5223,9.43,27.76,2.138
23.9439,9.42,27.67,1.975
22.9667,9.42,27.81,1.85
21.7138,9.39,27.92,1.9
20.2167,9.34,27.95,2.075
18.6334,9.29,28,2.325
17.0432,9.26,27.92,2.388
15.5316,9.24,28.01,2.288
14.3943,9.23,28.06,1.75
13.6123,9.21,28.08,1.563
12.8116,9.16,28.09,2.013
11.9439,9.12,28.18,1.8
11.0522,9.07,28.31,1.613
10.0847,9.06,28.35,1.613
9.03289,9.04,28.38,1.413
8.10428,9,28.49,1.338
7.35549,8.96,28.47,1.65
6.77206,8.92,28.7,1.35
6.23071,8.88,28.87,1.825
5.73246,8.87,28.94,1.925
5.31341,8.89,28.83,2.05
4.9415,8.9,28.92,2.025
4.59495,8.91,28.93,2.163
4.32239,8.94,29.12,1.913
4.03395,8.9,29.55,1.675
3.75266,8.86,29.75,1.488
3.50661,8.85,29.85,1.663
3.18197,8.86,29.82,1.95
2.78621,8.95,29.89,2.013
2.32631,9,29.9,1.95
1.91875,9.02,29.77,2.15
1.59749,9.01,29.86,1.913
1.41922,9,29.96,1.95
0.400405,-0.037,99.8,0
0.484872,-0.039,99.8,0
0.564245,-0.032,99.8,0
0.707043,-0.016,99.8,0
0.907794,-0.016,99.8,0
1.07819,-0.018,99.8,0
1.26905,-0.019,99.8,0
1.47903,-0.015,99.8,0
1.705,-0.019,99.8,0
1.88007,-0.009,99.8,0
1.99466,0.005,99.8,0
2.18876,-0.001,99.8,0
2.48139,-0.001,99.8,0
2.64689,0.007,99.8,0
2.99938,-0.002,99.8,0
3.18773,-0.001,99.8,0
3.64065,0.008,99.9,0
3.87965,0.001,99.9,0.103
4.02221,-0.002,99.9,0.22
4.39495,0.012,99.9,0.223
5.01045,0.017,99.9,0.153
5.44075,0.02,99.8,0.862
6.02591,0.028,99.9,0.777
6.54993,0.023,99.9,0.34
7.0226,0.022,100,0.07
7.67961,0.041,100,0.432
8.22977,0.04,100,0
8.70407,0.042,100,0.477
9.02444,0.065,100,0.105
9.42899,0.062,100,0
9.65503,0.062,99.9,0
9.81354,0.062,99.9,0.235
9.96532,0.062,99.8,0
10.3248,0.06,99.8,0.08
10.2301,0.06,99.8,0.022
10.5701,0.063,99.8,0.34
11.2989,0.062,99.8,0.46
11.7161,0.067,99.7,0.082
12.201,0.075,99.7,0.87
12.6107,0.064,99.6,0.9
12.9061,0.06,99.6,0.975
13.1188,0.06,99.6,1.075
13.2256,0.062,99.6,0.163
13.5586,0.063,99.6,0.647
13.7636,0.053,99.6,0.938
14.0065,0.042,99.6,0.582
14.2609,0.041,99.6,1.138
14.169,0.043,99.6,0.812
13.789,0.04,99.7,0.63
13.2862,0.042,99.7,0.925
12.5784,0.042,99.6,0.837
12.3432,0.046,99.7,0.667
12.787,0.046,99.7,0.163
13.2505,0.038,99.7,0.48
13.9789,0.042,99.7,0.815
15.3846,0.047,99.7,0.485
16.5657,0.041,99.7,0
17.4029,0.039,99.8,0
18.2647,0.044,99.8,0.28
19.6491,0.048,99.8,0.105
20.3514,0.045,99.8,0
21.425,0.039,99.8,0
22.2193,0.04,99.8,0
23.1888,0.042,99.8,0
23.4958,0.041,99.8,0
24.3573,0.04,99.8,0
24.4687,0.062,99.8,0
24.833,0.063,99.8,0.412
24.8802,0.066,99.8,0
24.3157,0.062,99.8,0.08
24.4985,0.064,99.9,0
25.2785,0.072,99.9,0
25.5888,0.082,99.9,0.022
26.7474,0.082,99.8,0.535
26.3347,0.071,99.9,1.05
25.8577,0.077,99.8,0.938
25.8837,0.085,99.8,0.55
25.9057,0.08,99.8,0.385
25.8436,0.06,99.8,0.765
26.014,0.062,99.7,0.775
26.3775,0.061,99.7,0.85
27.0102,0.044,99.7,1.05
27.6607,0.046,99.7,0.56
27.8165,0.043,99.7,0.702
27.0174,0.024,99.8,0.21
26.7628,0.029,99.8,1.038
28.1412,0.022,99.8,0.662
28.8674,0.022,99.8,0.752
29.1955,0.015,99.8,0.842
29.2316,-0.028,99.8,0.682
29.4275,-0.12,99.8,0.975
30.492,-0.16,99.8,0.757
31.4734,-0.182,99.8,0.577
31.945,-0.196,99.8,0
31.5525,-0.212,99.8,0.163
31.4568,-0.219,99.8,0.915
31.4786,-0.221,99.8,0.47
32.4906,-0.219,99.8,0.14
33.3804,-0.226,99.9,0.08
34.2341,-0.23,99.9,0.415
35.2843,-0.227,99.9,0.747
35.8211,-0.224,99.9,0.472
36.1117,-0.215,99.9,0.647
37.4946,-0.225,99.9,0.565
38.0949,-0.223,99.9,0
38.3763,-0.22,99.9,0
38.8714,-0.215,99.9,0.185
39.2148,-0.222,99.9,0
40.5179,-0.222,99.9,0.022
42.4598,-0.221,99.9,0.52
42.7944,-0.22,99.9,0
45.1861,-0.223,99.9,0
47.3536,-0.223,99.9,0.105
46.9926,-0.221,99.9,0.267
47.4736,-0.205,99.8,0.188
49.4873,-0.198,99.8,0
50.3466,-0.202,99.8,0
50.4425,-0.2,99.9,0.08
51.498,-0.2,99.8,0.115
54.6653,-0.194,99.8,0
57.2649,-0.181,99.8,0
57.9953,-0.176,99.8,0
58.5912,-0.159,99.7,0
59.9108,-0.156,99.7,0
61.8672,-0.14,99.7,0.035
65.2882,-0.136,99.7,0
66.1483,-0.119,99.6,0
67.7949,-0.1,99.7,0
67.6439,-0.082,99.6,0
69.1157,-0.054,99.6,0
71.0288,-0.048,99.5,0.117
71.3908,-0.03,99.5,0
72.1066,-0.018,99.4,0
73.2389,-0.02,99.3,0
74.5323,-0.003,99.1,0
73.5505,-0.006,99.1,0.348
72.5095,-0.002,99.1,0.565
73.018,0.004,99.1,0.317
76.2845,0.001,99,0
75.4876,0.007,98.9,0.342
75.2787,0,98.8,0
75.1552,-0.004,98.9,0.035
76.4221,0.013,98.8,0.258
78.9568,0.021,98.8,0
77.986,0.025,98.9,0
76.9322,0.023,99,0
75.9387,0.024,99,0
80.9035,0.042,98.9,0.323
86.4674,0.045,98.6,0.762
86.833,0.046,98.6,0.64
84.8578,0.054,98.7,0
84.0364,0.066,98.7,0.485
82.8237,0.063,98.6,0.842
85.7319,0.059,98.6,0.302
88.2417,0.064,98.6,0
88.4501,0.065,98.6,0
89.4187,0.06,98.6,0
95.0347,0.072,98.6,0.85
94.4608,0.076,98.5,1.1
95.0274,0.06,98.6,1.275
97.1938,0.045,98.6,1.35
96.0667,0.041,98.7,1.6
93.6406,0.018,98.6,1.813
96.9878,-0.003,98.6,2.125
99.876,-0.032,98.8,1.238
103.622,-0.06,98.9,1.875
104.44,-0.091,98.8,2
104.49,-0.125,98.8,2.163
104.049,-0.134,98.9,1.438
104.375,-0.165,99,1.388
101.848,-0.16,99.1,1.888
103.863,-0.156,99.1,1.638
102.668,-0.159,99.1,0.79
102.605,-0.159,99.1,1.475
101.394,-0.169,99.1,1.575
101.593,-0.182,99.1,1.25
101.174,-0.175,99.1,1.375
100.234,-0.179,99.2,1
106.485,-0.179,99.1,1.25
110.788,-0.178,99.2,1.175
111.398,-0.16,99.2,1.5
110.526,-0.16,99,1.675
110.246,-0.164,98.9,1.438
110.404,-0.169,98.9,1.35
112.94,-0.175,98.9,1.2
120.301,-0.179,98.8,1.688
122.302,-0.181,98.8,0.797
120.276,-0.175,98.8,1.363
124.901,-0.18,98.7,1.3
127.81,-0.183,98.7,1.85
126.524,-0.182,98.5,1.788
129.174,-0.176,98.4,1.65
127.379,-0.182,98.4,1.838
126.131,-0.179,98.4,1.188
133.138,-0.183,98.5,1.015
131.936,-0.175,98.5,1.625
128.539,-0.18,98.4,1.338
129.988,-0.181,98.4,1.413
129.642,-0.184,98.3,1.763
131.852,-0.182,98.3,1.363
128.461,-0.168,98.3,1.15
128.732,-0.16,98.4,0.965
126.214,-0.165,98.4,1.413
121.773,-0.158,98.2,0.31
128.554,-0.124,98.1,0.07
126.348,-0.107,98.3,0.52
126.871,-0.073,98.2,0.55
127.701,-0.081,98.1,1.55
127.773,-0.103,97.9,1.625
124.056,-0.124,97.9,1.188
122.215,-0.151,97.8,1.813
120.869,-0.169,97.6,1.813
125.546,-0.176,97.7,1.888
130.526,-0.183,97.7,1.525
127.821,-0.173,97.7,1.775
125.894,-0.182,97.7,1.75
125.972,-0.162,97.7,2.15
130.163,-0.153,97.7,1.875
126.28,-0.179,97.6,3
122.438,-0.192,97.6,3.325
122.423,-0.217,97.9,2.763
121.082,-0.217,98.1,2.813
119.981,-0.24,98.3,2.613
116.558,-0.234,98.4,2.3
116.975,-0.239,98.5,2.375
115.813,-0.235,98.6,1.825
116.822,-0.246,98.7,1.513
121.851,-0.239,98.8,1.5
120.547,-0.242,98.8,1.613
118.078,-0.236,98.7,2.063
122.416,-0.226,98.6,2.075
123.554,-0.218,98.8,0.945
118.479,-0.221,98.8,1.35
118.18,-0.223,98.7,1.863
118.364,-0.217,98.6,1.925
123.244,-0.221,98.6,2.2
121.285,-0.222,98.5,2.225
122.189,-0.216,98.4,2.5
121.444,-0.224,98.4,2
117.988,-0.24,98.4,2.425
117.848,-0.236,98.4,2.538
112.58,-0.244,98.3,1.963
112.863,-0.237,98.5,1.888
111.217,-0.235,98.5,2.325
114.286,-0.241,98.5,1.688
113.968,-0.241,98.5,2.213
114.646,-0.237,98.5,2.188
112.126,-0.24,98.3,2.425
111.826,-0.25,98.3,2.6
111.241,-0.261,98.4,1.753
110.583,-0.261,98.6,1.65
110.295,-0.26,98.5,2.463
