Irradiance[W/m^2],Temperature[deg C],Humidity[%],Wind Speed[m/s]
114.962,-0.258,98.4,2.313
110.498,-0.257,98.5,1.575
115.955,-0.263,98.6,2.013
117.802,-0.282,98.5,1.963
119.999,-0.28,98.4,2.4
122.214,-0.281,98.4,1.963
123.832,-0.293,98.2,2.35
127.435,-0.295,98.1,2.463
125.794,-0.301,98.1,1.938
127.953,-0.304,98.1,2.375
130.468,-0.324,98,2.85
129.43,-0.337,98,2.675
129.576,-0.322,98,2.288
130.2,-0.321,98.2,1.488
130.317,-0.321,98.1,2.288
138.439,-0.321,98,2.313
138.005,-0.322,98.1,1.713
139.732,-0.311,98,2.038
139.91,-0.297,98,2.488
143.486,-0.303,97.8,2.4
141.113,-0.32,97.8,2.638
142.609,-0.331,97.8,2.8
147.004,-0.343,97.7,2.838
145.233,-0.348,97.7,2.713
143.015,-0.362,97.7,2.288
145.06,-0.36,97.7,2.7
146.619,-0.34,97.6,3.15
151.564,-0.355,97.6,2.675
153.383,-0.35,97.8,2.4
153.423,-0.347,97.9,2.063
150.943,-0.351,97.8,2.425
151.934,-0.358,97.6,1.975
149.776,-0.364,97.6,2.675
150.991,-0.363,97.4,2.763
153.841,-0.385,97.4,2.8
156.699,-0.382,97.4,2.388
149.758,-0.382,97.3,2.488
154.25,-0.396,97.4,2.575
166.713,-0.398,97.3,2.325
163.72,-0.403,97.3,2.588
161.849,-0.4,97.3,2.45
163.526,-0.401,97.2,2.738
168.422,-0.401,97.2,1.9
170.268,-0.385,97.4,2.088
179.194,-0.381,97.2,2.675
186.863,-0.381,97.1,2.4
178.356,-0.403,97,2.625
178.404,-0.399,96.8,2.2
178.914,-0.405,96.9,2.075
175.428,-0.412,96.7,2.25
173.312,-0.404,96.6,2.538
168.246,-0.418,96.4,2.913
168.31,-0.427,96.3,2.3
166.06,-0.428,96.5,2.163
169.15,-0.433,96.3,2.563
168.563,-0.421,96.4,2.163
167.902,-0.432,96.4,2.625
174.092,-0.44,96.3,2.875
179.65,-0.435,96.2,2.75
173.915,-0.447,96,2.9
164.917,-0.446,96.1,2.5
173.323,-0.444,96.1,2.588
169.181,-0.445,96.2,2.275
164.878,-0.436,96.2,1.888
167.292,-0.429,96.1,2.125
174.907,-0.418,96,2.363
176.62,-0.422,95.7,2.5
178.737,-0.415,95.8,2.075
176.144,-0.422,95.7,2.213
177.989,-0.416,95.7,2.138
174.723,-0.417,95.5,2.1
173.07,-0.423,95.6,2.1
181.578,-0.419,95.5,2.388
184.462,-0.422,95.2,2.975
180.346,-0.419,94.9,2.888
183.809,-0.424,95.1,2.025
183.576,-0.424,95.6,1.613
188.08,-0.423,95.6,2.038
185.734,-0.424,95.1,2.888
185.153,-0.416,95,2.725
186.445,-0.422,95,3.25
178.446,-0.418,95.1,2.425
184.35,-0.397,95.1,2.913
192.596,-0.403,95.1,2.375
199.544,-0.4,94.9,2.988
196.655,-0.399,94.5,3
214.163,-0.392,94.6,2.95
216.366,-0.381,94.6,2.363
217.832,-0.381,94.6,3.163
209.014,-0.384,94.1,3.325
221.013,-0.381,93.9,3
207.973,-0.381,93.9,2.988
198.41,-0.382,93.9,3.413
208.139,-0.389,93.9,2.888
207.622,-0.399,93.8,3.538
216.171,-0.401,94,2.463
202.593,-0.404,94,3.55
198.16,-0.414,93.9,2.95
192.126,-0.424,94.1,2.85
195.961,-0.419,94,2.788
194.746,-0.426,93.9,3.575
190.589,-0.445,93.8,3.5
184.596,-0.446,94,3.163
176.263,-0.438,94,3.325
171.531,-0.461,94,3.275
166.3,-0.463,94.3,2.425
163.59,-0.463,94.7,2.063
160.904,-0.458,94.7,2.238
160.411,-0.465,94.8,2.1
151.42,-0.462,94.5,2.55
147.994,-0.474,94.8,2.713
151.75,-0.477,94.7,3.038
149.145,-0.487,94.4,3.775
145.809,-0.485,94.6,2.488
136.301,-0.48,94.7,3.088
133.028,-0.501,94.9,2.5
130.202,-0.508,95.1,2.975
131.119,-0.504,95,2.75
130.932,-0.517,95.1,3.225
132.571,-0.524,94.9,2.75
134.705,-0.523,95.3,2.088
132.698,-0.523,95.2,2.663
132.714,-0.524,95.5,2.038
130.087,-0.508,95.6,1.963
133.704,-0.504,95.2,3.325
137.01,-0.507,95.1,3.088
140.793,-0.519,95.4,2.525
140.224,-0.521,95.1,2.375
142.892,-0.512,95.2,2.688
145.277,-0.512,95.4,2
146.22,-0.505,95.3,2.55
142.646,-0.504,95,1.713
142.014,-0.499,94.7,1.493
142.488,-0.503,94.9,2.825
143.748,-0.506,95.1,2.463
143.577,-0.498,95.3,2.078
145.036,-0.504,95.2,2.2
142.638,-0.504,95.2,2.338
134.214,-0.493,94.5,3
133.865,-0.504,94.5,2.738
136.145,-0.503,94.9,2.763
139.188,-0.506,95.2,1.95
149.216,-0.499,95,2.075
150.368,-0.488,94.9,2.913
152.104,-0.475,94.7,2.563
150.389,-0.485,94.9,1.688
150.219,-0.485,94.8,1.888
151.473,-0.479,94.8,2.75
155.019,-0.476,94.7,1.913
154.831,-0.462,94.6,2.05
156.383,-0.462,94.2,2.8
154.949,-0.463,94.2,2.063
155.135,-0.451,94,1.838
155.904,-0.443,93.8,2.313
153.316,-0.444,93.6,2
154.619,-0.442,93.5,2.588
154.124,-0.445,93.3,2.825
153.82,-0.441,92.7,1.503
151.612,-0.44,93.3,1.9
154.342,-0.441,93.5,2.025
155.116,-0.422,93.6,2.125
151.919,-0.418,93.3,2.288
147.882,-0.423,93.2,2.613
146.37,-0.416,93.4,2.8
143.53,-0.427,93.5,3.413
138.198,-0.423,93.7,3.2
135.803,-0.402,93.8,1.95
128.834,-0.397,94,2.738
120.899,-0.403,94,2.65
117.852,-0.403,94.2,2.063
115.328,-0.401,94.3,2.425
111.421,-0.402,94.3,2.425
112.596,-0.404,94.3,1.528
116.24,-0.396,94.1,1.61
123.257,-0.379,94.2,1.675
125.8,-0.382,94.3,2.35
131.171,-0.36,94.3,1.363
134.154,-0.36,94.3,0.79
131.477,-0.361,94.2,1.988
127.312,-0.362,94.2,2.513
127.663,-0.358,94.3,1.975
117.26,-0.363,94.1,2.238
111.675,-0.381,94.2,2.075
108.109,-0.374,94.7,1.563
101.783,-0.362,94.7,1.988
101.592,-0.357,94.6,2.25
100.165,-0.365,94.7,2.013
97.0173,-0.364,94.8,1.825
93.5947,-0.363,94.8,1.143
89.1825,-0.341,94.6,1.563
81.9727,-0.344,94.6,2.013
75.506,-0.343,94.7,2.038
70.5495,-0.342,94.9,1.613
66.2221,-0.323,95,2.125
62.5492,-0.321,94.9,1.725
60.508,-0.321,95.1,2.525
62.5859,-0.321,95.2,2.175
67.6066,-0.308,95.5,2.25
76.0784,-0.296,95.7,2
75.9,-0.302,95.9,1.65
69.8642,-0.303,96.1,1.363
67.2054,-0.287,96.1,1.275
72.09,-0.277,96.1,1.375
73.6188,-0.277,96.1,0.747
75.6826,-0.281,96.1,0.815
81.179,-0.28,96.2,1.425
84.0747,-0.267,96.2,1.625
80.5916,-0.263,96,1.603
77.0696,-0.26,96,1.338
71.9921,-0.261,95.9,1.133
69.517,-0.258,96,2.713
71.6875,-0.256,96.1,2.55
73.0639,-0.261,96.1,2.75
70.8487,-0.26,96.2,1.788
72.3994,-0.261,96.3,1.578
75.9841,-0.262,96.2,2.063
79.5997,-0.262,96.3,2.113
75.1676,-0.257,96.3,1.575
74.4141,-0.261,96.1,1.355
73.8007,-0.259,96,1.813
72.8257,-0.256,96,1.803
69.2377,-0.261,95.9,1.775
69.646,-0.262,95.9,2.05
71.6258,-0.274,96,1.938
73.8295,-0.277,96.2,2.138
75.5477,-0.281,96.2,2.225
78.0105,-0.259,96.3,1.688
79.9951,-0.266,96.3,2.125
81.3049,-0.269,96,2.288
85.002,-0.281,96,2.5
82.6576,-0.28,96.1,1.963
80.4224,-0.28,96.1,2.15
78.1092,-0.282,96.2,1.7
76.8692,-0.274,96.3,1.55
73.4975,-0.256,96.4,1.033
73.0898,-0.255,96.4,1.638
72.2676,-0.258,96.2,2.05
71.4195,-0.26,96,1.778
69.0539,-0.261,96.1,0.863
65.6485,-0.26,95.9,0.41
64.4593,-0.25,95.8,1.203
65.9298,-0.238,95.9,1.513
66.1396,-0.239,96.3,1.213
65.3064,-0.242,96.7,0.542
64.6091,-0.233,96.7,0.585
64.5391,-0.244,96.7,1.203
64.5543,-0.239,96.6,1.275
66.5986,-0.234,96.5,1.875
69.3707,-0.242,96.6,1.18
71.1999,-0.244,96.8,1.08
67.1448,-0.241,96.9,1.283
65.2665,-0.242,96.7,0.933
61.3541,-0.24,96.7,0.467
56.9125,-0.238,96.5,1.3
55.9241,-0.243,96.4,1.163
53.3975,-0.242,96.3,2.988
49.334,-0.236,96.6,1.515
45.6605,-0.24,96.6,1.938
43.9757,-0.243,96.6,1.768
43.3253,-0.238,96.7,1.188
43.0054,-0.241,96.8,0.565
40.7261,-0.238,97,0.592
39.6303,-0.221,96.9,1.8
38.0492,-0.228,96.9,1.675
35.9912,-0.215,96.9,1.95
34.1035,-0.226,96.9,1.188
32.7288,-0.223,96.9,1.203
31.2783,-0.217,96.6,1.34
29.5946,-0.219,96.5,1.05
28.4484,-0.214,96.5,1.7
27.6109,-0.23,96.6,2.213
28.2797,-0.224,96.7,1.793
27.8135,-0.227,96.8,2.05
27.2791,-0.232,96.8,2.238
26.2725,-0.214,97.1,1.34
24.8306,-0.227,97.1,2.088
23.5964,-0.213,97.3,1.963
23.0963,-0.219,97.5,2.488
23.5207,-0.237,97.7,2.188
24.1256,-0.245,98,1.95
23.9842,-0.238,98.2,1.838
21.6196,-0.24,98.5,2.3
19.6576,-0.242,98.7,1.75
19.0289,-0.244,98.8,2.275
19.3148,-0.253,99,2.45
17.2694,-0.26,99.2,1.9
15.542,-0.262,99.3,2.088
15.0727,-0.261,99.4,2.613
14.309,-0.263,99.5,2.975
14.0696,-0.283,99.6,2.725
13.0422,-0.281,99.7,2.525
12.8645,-0.278,99.8,2.675
12.4491,-0.299,99.9,2.213
12.5878,-0.302,100,2.475
11.3101,-0.312,100,2.663
10.1085,-0.323,100,2.863
8.958,-0.338,100,2.663
8.41281,-0.336,100,3.013
9.07561,-0.361,100,2.838
10.0714,-0.379,100,2.488
9.38683,-0.392,100,3.2
8.65768,-0.406,100,3.113
8.3191,-0.416,100,2.788
8.41025,-0.424,100,2.6
8.28385,-0.433,100,2.5
8.40341,-0.438,100,2.388
7.81557,-0.443,100,2.613
7.12038,-0.45,100,2.55
6.12355,-0.466,100,3.175
5.78936,-0.471,100,2.863
5.28051,-0.481,100,2.138
4.82746,-0.485,100,2.05
4.5282,-0.484,100,2.738
4.04705,-0.506,100,2.225
3.78007,-0.503,100,2.575
3.37314,-0.52,100,2.45
2.93126,-0.526,100,2.425
2.64665,-0.54,100,2.725
2.37856,-0.556,100,2.975
3.46088,-1.588,94.9,0
3.98049,-1.574,95,0
4.60701,-1.574,94.9,0
5.3885,-1.571,94.8,0
6.31536,-1.574,94.7,0
7.35587,-1.588,94.8,0
8.46567,-1.594,94.7,0
9.58516,-1.578,94.5,0
10.6829,-1.575,94.4,0
11.7978,-1.573,94.4,0
12.8481,-1.575,94.3,0
13.9051,-1.575,94.2,0
14.9931,-1.573,94.2,0
16.1047,-1.573,94.3,0
17.2607,-1.573,94.3,0
18.4233,-1.567,94.3,0
19.6739,-1.555,94.5,0
20.946,-1.551,94.8,0
22.2394,-1.534,94.9,0
23.5596,-1.525,95.2,0
24.8398,-1.511,95.5,0
26.0828,-1.497,95.7,0
27.2798,-1.491,95.7,0
28.4368,-1.476,95.7,0
29.3832,-1.464,95.5,0
30.2278,-1.451,95.4,0
31.1675,-1.451,95.4,0
32.2688,-1.426,95.5,0
33.4736,-1.406,95.5,0
34.7863,-1.385,95.5,0
36.1626,-1.356,95.4,0
37.4335,-1.336,95.2,0
38.5516,-1.301,95.2,0
39.5017,-1.28,95.4,0
40.4522,-1.257,95.5,0
41.2814,-1.245,95.3,0
41.9019,-1.228,95.4,0
42.5188,-1.232,95.3,0
43.1204,-1.211,94.9,0
43.7296,-1.209,95.2,0
44.4656,-1.208,95.4,0
45.2866,-1.226,95.3,0
46.1707,-1.269,95.6,0
47.1569,-1.335,96,0
48.1722,-1.374,96.3,0
49.2226,-1.387,96.5,0
50.3674,-1.39,96.2,0
51.5884,-1.392,95.6,0
52.9223,-1.365,94.4,0
54.3573,-1.338,94.4,0
55.8676,-1.291,94,0
57.4886,-1.25,93.5,0
59.1592,-1.231,93.5,0
60.7229,-1.214,93.6,0
62.3602,-1.185,93.6,0
63.9337,-1.163,93.4,0
65.2871,-1.123,93.3,0
66.2966,-1.07,93.5,0
67.0339,-1.037,93.7,0
67.6173,-1.007,93.8,0
68.2476,-0.99,93.9,0
69.0423,-0.968,94,0
70.0109,-0.952,94,0
71.0433,-0.926,93.3,0
72.155,-0.906,93,0.035
73.2988,-0.885,93,0.198
74.4702,-0.885,93.1,0.445
75.6218,-0.886,93.3,0.022
76.6514,-0.87,93.4,0
77.5068,-0.866,93.3,0.292
78.397,-0.862,93.2,0.47
79.3277,-0.87,93.5,0
80.3187,-0.866,93.6,0
81.4674,-0.869,93.6,0
82.8104,-0.862,93.5,0.08
84.3823,-0.867,93.6,0.442
86.1162,-0.873,93.5,0
87.9244,-0.883,93.5,0
89.7712,-0.899,93.8,0
91.629,-0.902,93.9,0
93.3953,-0.919,93.7,0
95.0286,-0.933,93.7,0
96.4422,-0.929,93.7,0
97.8438,-0.927,93.6,0
99.5028,-0.948,93,0
101.334,-0.942,92.8,0
103.092,-0.948,93.2,0
104.562,-0.944,93.3,0
105.937,-0.935,92.9,0
107.607,-0.929,92.8,0
109.697,-0.931,92.8,0
112.115,-0.907,92.6,0
114.677,-0.897,92.1,0
117.065,-0.88,91.8,0
119.204,-0.86,91.7,0
120.825,-0.859,91.6,0
121.902,-0.841,91.8,0
122.483,-0.813,91.7,0
122.661,-0.78,91.7,0
122.631,-0.75,91.4,0
122.778,-0.739,90.7,0
122.969,-0.728,90.6,0
123.505,-0.725,90.5,0
124.219,-0.718,90.6,0.15
125.252,-0.725,90.2,0.15
126.517,-0.72,89.8,0
128.063,-0.705,90.9,0
129.7,-0.689,90.6,0
131.289,-0.666,90.2,0
132.935,-0.646,91,0
134.632,-0.624,90.1,0
136.302,-0.608,89.3,0
138.004,-0.592,88.4,0
139.465,-0.571,87.9,0.022
140.709,-0.561,89,0
141.748,-0.557,89.3,0
142.744,-0.533,89.9,0
143.78,-0.51,90.9,0
144.844,-0.484,90.5,0
146.138,-0.467,89.7,0
147.685,-0.457,88.9,0
149.545,-0.441,88.2,0
151.565,-0.439,87.7,0
153.328,-0.439,88,0
154.312,-0.443,88.4,0
154.422,-0.438,88.7,0
153.836,-0.443,88.6,0
153.202,-0.418,88.6,0
152.843,-0.424,88.4,0
152.683,-0.407,88.7,0
153.023,-0.4,89.1,0
154.048,-0.402,89.9,0
155.826,-0.401,91,0
158.319,-0.382,90.7,0
161.482,-0.368,89.2,0.08
165.384,-0.356,88.4,0.883
169.852,-0.34,88.2,0.95
174.527,-0.323,88.1,1.188
179.16,-0.339,87.6,0.817
183.656,-0.329,86.9,0.08
187.651,-0.314,87.4,0
191.097,-0.286,87.6,0.697
193.902,-0.264,88.1,1.138
195.684,-0.239,88.8,1.013
195.757,-0.241,89.6,0.925
193.66,-0.22,90.1,0.887
189.995,-0.22,90.4,1.05
186.497,-0.217,89,1.713
183.685,-0.219,89.1,1.55
181.7,-0.215,90.1,1.488
182.173,-0.226,90.2,1.55
183.805,-0.226,91.2,1.375
185.556,-0.218,91.2,1.188
187.647,-0.228,91.5,0.742
189.133,-0.22,91.3,1.138
189.855,-0.222,91.5,1.388
189.867,-0.22,91.9,1.625
189.835,-0.222,92,1.563
189.811,-0.221,91.4,1.6
189.684,-0.224,91.7,1.438
189.38,-0.226,90.9,1.538
189.029,-0.223,91.2,1.763
188.641,-0.234,91,1.363
188.474,-0.242,91,1.2
188.444,-0.24,91.5,1.088
188.666,-0.241,91.8,1.188
189.198,-0.229,92.1,1.138
189.831,-0.22,91.7,0.875
190.527,-0.24,92.2,1.2
191.511,-0.239,91.3,1.275
192.594,-0.26,89.5,1.438
193.665,-0.31,89.8,1.338
194.849,-0.336,89.6,1.338
196.168,-0.366,89.9,1.213
197.59,-0.392,89.8,1.463
199.137,-0.407,89.8,1.25
200.843,-0.411,90.1,1.163
202.532,-0.419,89.7,1.238
204.229,-0.421,88.9,1.275
205.943,-0.421,89.7,1.088
207.629,-0.401,89.3,0.938
209.386,-0.403,89.6,1
211.238,-0.402,89.5,0.828
213.218,-0.401,90,0.23
215.233,-0.4,90.2,0.745
217.313,-0.395,90.4,0.597
219.197,-0.359,89.4,0.988
221.004,-0.314,89.6,0.14
222.657,-0.283,90.2,0
224.126,-0.253,89.3,0
225.651,-0.243,88.5,0.105
227.206,-0.254,87.3,0
228.874,-0.301,86.6,0
230.786,-0.338,87.2,0.507
232.966,-0.386,86.7,0.352
235.253,-0.414,87.6,0
237.537,-0.432,88.2,0.258
239.867,-0.444,88.6,0.625
242.221,-0.443,88.9,0.15
244.536,-0.419,88.7,0
246.557,-0.412,88.6,0
248.198,-0.392,88.3,0.435
249.409,-0.383,88,0.117
250.151,-0.403,88,0
250.402,-0.4,87.6,0.022
250.347,-0.422,88.8,0
250.284,-0.435,88.9,0.155
250.394,-0.44,89,0.08
250.708,-0.446,87.8,1.068
250.99,-0.446,87.8,0.557
250.864,-0.44,88.3,0.305
250.689,-0.423,88.2,0.022
251.508,-0.424,88.8,0
252.482,-0.422,88.7,0.13
253.662,-0.422,86.1,0.722
254.941,-0.423,85.6,0.128
256.234,-0.443,85.7,0.615
257.152,-0.461,85,0.255
257.269,-0.463,84.7,0.52
256.236,-0.463,85,0.62
254.413,-0.463,85.1,0
252.183,-0.462,84.2,0.057
249.831,-0.463,85.4,0.797
247.536,-0.457,86,0.495
245.279,-0.44,86,0.622
243.414,-0.441,86.5,1.25
242.007,-0.424,86.7,1.4
241.261,-0.407,86,1.05
241.317,-0.401,85.6,0.622
242.118,-0.399,85.8,1.288
243.387,-0.396,86.1,1.3
245.344,-0.37,85.8,1.663
247.231,-0.336,86.3,1.263
249.646,-0.305,87,1.14
251.837,-0.278,86.8,0.525
252.83,-0.28,86.9,0.855
252.42,-0.254,86.6,0.742
251.094,-0.227,86.6,0.163
250.159,-0.22,86.9,0.07
253.848,-0.206,85.6,1.488
270.215,-0.202,86.3,1.025
261.218,-0.201,86.5,0.76
247.793,-0.2,86.4,0.36
250.489,-0.174,86,0.963
258.861,-0.179,86.1,0.752
255.769,-0.17,86.4,0.4
294.101,-0.156,86.1,0.175
264.05,-0.151,85.3,0.707
296.616,-0.146,85.3,0.128
330.81,-0.135,84.8,0
341.624,-0.099,84.7,0.208
355.012,-0.072,84.4,0.035
375.392,-0.038,84.4,0.505
388.747,-0.001,84.4,0.722
404.524,0.024,84.6,1.038
421.704,0.054,84.7,0.442
374.855,0.086,84.9,0.445
389.813,0.104,84.4,0
452.074,0.124,83.3,0
465.015,0.187,81.8,0
300.078,0.233,80.8,0
263.898,0.212,82.2,0.48
271.375,0.184,82.8,0
277.06,0.14,84.1,0.022
277.88,0.12,84,0
284.878,0.101,84.1,0
300.129,0.101,84.7,0
339.272,0.118,83.6,0
402.355,0.163,82.7,0
441.016,0.217,83.6,0.238
579.617,0.304,82.9,0.082
606.701,0.421,81.8,0.128
540.926,0.54,80.2,0.567
499.347,0.6,77.99,0.208
445.848,0.606,78.26,0.677
419.074,0.602,78.35,1.063
409.9,0.595,77.38,0.412
399.328,0.608,78.32,1.238
396.47,0.606,78.92,0.615
382.405,0.567,77.58,0.27
369.012,0.406,79.15,0.143
366.829,0.336,79.38,0.26
356.747,0.307,79.8,0.745
342.935,0.232,78.51,0.34
351.003,0.097,78.68,0.47
356.455,0.066,80.8,0.022
345.265,0.065,80.5,0.163
338.962,0.054,79.6,0
337.184,0.007,78.49,0.292
351.861,-0.071,78.99,0.057
349.708,-0.1,79.18,0.022
367.022,-0.115,79.55,0
345.123,-0.1,79.38,0
325.843,-0.049,79.63,0
324.986,-0.007,78.38,0.327
332.554,-0.004,79.02,0.057
320.521,-0.041,79.22,0
343.057,-0.019,78.63,0
331.837,0.011,80.6,0
324.208,0.077,79.73,0.21
329.327,0.16,78.04,0.305
318.139,0.213,78.81,0.3
317.906,0.265,77.83,1.078
319,0.329,78.8,0.715
321.759,0.448,80,0.128
308.504,0.465,78.78,1.38
317.987,0.461,78.87,0.95
327.281,0.456,79.41,0.29
336.976,0.496,79.25,0.117
342.346,0.497,77.97,0.317
355.979,0.432,76.84,0.785
422.242,0.45,76.51,0.07
348.122,0.411,76.74,0.117
346.253,0.377,76.14,0.128
331.774,0.34,76.82,0.492
324.505,0.297,77.58,0.362
322.222,0.286,77.66,0.358
305.665,0.283,77.63,0.235
317.771,0.26,77.5,0
308.99,0.212,77.41,0.302
294.836,0.195,78.67,0.082
274.551,0.239,78.09,0
267.983,0.247,77.66,0
277.076,0.249,78.52,0
272.46,0.264,78.12,0.452
272.358,0.283,77.88,0.805
280.344,0.281,77.32,0.163
273.122,0.3,76.89,0.2
303.021,0.313,75.71,0
292.549,0.347,76.37,0.225
291.633,0.39,75.55,0.52
276.829,0.359,75.8,0.26
287.685,0.331,75.2,0.745
260.336,0.288,75.96,0.8
244.435,0.259,76.14,0.45
243.709,0.269,77.19,0
240.092,0.259,76.92,0.022
243.56,0.258,76.92,0.715
254.627,0.256,76.51,0.58
292.273,0.226,77.9,1.165
249.389,0.242,78.59,0
233.143,0.229,78.62,0.128
232.162,0.165,75.2,0.833
241.7,0.128,77.47,0.128
237.949,0.126,77.72,0
299.2,0.124,77.02,0.117
269.867,0.114,76.94,0.238
281.453,0.095,76.33,0.435
303.181,0.092,76.58,0.057
252.794,0.131,76.41,0.295
245.443,0.208,77.08,0.108
246.404,0.244,78.79,1.007
286.23,0.236,80.1,0.752
298.614,0.269,80.5,0.022
260.742,0.28,79.07,0.28
251.418,0.285,79.27,0
261.223,0.284,78.89,0
263.315,0.283,78.07,0
273.071,0.303,75.63,0.667
264.49,0.303,75.92,0.105
253.06,0.315,76.74,0
261.97,0.313,77.17,0
276.299,0.298,77.61,0.165
269.291,0.281,77.76,0.467
267.873,0.228,77.45,0.46
276.86,0.186,78.01,0.29
264.912,0.148,78.68,0
263.61,0.126,78.57,0.505
272.319,0.141,79.35,0.165
286.853,0.161,78.31,0.362
334.827,0.193,79.28,0.168
290.622,0.241,79.22,0.383
281.794,0.25,80.5,0
317.096,0.231,78.9,0.022
296.79,0.189,77.81,0.082
278.823,0.17,78.05,0.495
369.578,0.155,77.81,0.165
307.332,0.125,77.21,0.732
296.823,0.14,77.21,0.21
326.13,0.199,77.64,0
404.159,0.279,77.77,0
318.7,0.419,77.51,0.045
348.955,0.541,75.45,0
306.612,0.613,75.33,0.555
310.029,0.62,74.09,1.29
279.606,0.604,75.72,0.7
286.594,0.572,76.59,0.492
417.04,0.568,75.94,0.36
438.086,0.599,74.12,0.117
444.959,0.704,75.8,0.143
444.653,0.766,74.93,0.777
433.839,0.808,74.3,0.885
429.909,0.828,75.12,0.488
421.477,0.83,74.59,0.69
321.38,0.816,73.73,0.117
293.69,0.799,74.42,0.677
347.712,0.744,75.61,0.302
334.869,0.74,75.6,0.282
250.902,0.744,75.77,0.615
219.624,0.663,76.28,0.64
222.221,0.576,77.25,0.53
332.318,0.527,77.89,0.035
306.305,0.53,77.37,0.32
394.565,0.525,77.69,0.128
416.857,0.55,77.95,0.14
417.205,0.674,76.19,0.275
393.316,0.734,76.12,0.158
432.539,0.782,76.22,1.325
425.135,0.872,76.46,1.425
410.637,0.968,77.41,1.165
387.991,1.005,76.66,1.25
363.968,0.92,76.56,0.933
360.849,0.85,77.73,0.105
355.494,0.802,76.75,1.265
352.957,0.784,77.59,0.24
356.98,0.81,76.67,0.45
379.967,0.807,76.45,0.582
403.334,0.836,77.31,0.153
405.565,0.927,76.86,0.515
392.585,1.02,75.42,0.467
394.828,1.079,75.18,0.45
404.675,1.085,76.52,0.535
407.707,1.087,75.28,0.978
412.985,1.081,75.39,1.08
407.964,1.044,75.71,0.4
409.469,1.032,75.56,0.105
405.242,1.026,75.2,0.635
399.862,1.025,75.89,0.092
396.182,1.027,75.07,0
389.159,1.046,74.93,0.585
378.14,1.08,75.21,0.34
372.94,1.089,74.79,0.188
365.877,1.067,75.39,0.022
365.727,1.05,74.06,0
368.092,1.025,74.56,0.312
374.363,1.009,74.69,0.105
366.544,1.023,75.36,0.68
368.127,1.037,74.3,0.732
378.088,1.029,75.31,0.705
384.846,1.034,76.23,0.602
388.756,1.043,75.24,0.43
384.627,1.042,75.17,0.605
378.865,1.055,75.48,1.188
374.568,1.09,75.13,1.388
372.292,1.111,76.21,1.113
375.486,1.128,76.56,1.053
376.293,1.21,76.59,0.965
370.744,1.25,75.9,0.7
367.298,1.199,76.43,0.315
371.464,1.14,75.31,0.175
367.609,1.248,74.71,0.795
366.399,1.342,75.13,0.602
361.861,1.432,74.19,0.175
361.695,1.466,73.25,0.355
358.512,1.511,73.81,0.13
348.344,1.555,72.74,0.247
340.326,1.556,73.64,0.092
341.829,1.593,74.5,0
340.191,1.598,74.31,0.535
327.585,1.7,73.87,0.38
316.955,1.764,72.1,0.447
324.617,1.794,72.48,0.175
325.391,1.789,73.7,0.272
322.746,1.726,74.58,0.352
322.139,1.661,74.62,0.435
317.321,1.62,74.74,0.73
310.873,1.611,74.58,1.178
305.661,1.619,74.8,0.245
296.552,1.636,75.22,0.515
290.041,1.632,75.09,0.617
284.386,1.604,74.78,0.282
279.032,1.571,74.98,0.163
280.114,1.535,75.17,0.057
275.73,1.485,75.29,0
272.415,1.401,75.32,0.425
264.371,1.344,75.59,0.502
256.958,1.315,75.48,0.277
253.168,1.225,75.65,0.165
251.352,1.2,75.32,0.035
244.272,1.251,73.62,0
234.325,1.268,74.29,0.14
227.577,1.257,74.32,0.33
221.402,1.206,74.97,0.617
215.641,1.135,75.15,0.482
209.864,1.101,75.02,0.402
200.347,1.08,75.53,0.138
193.525,1.055,74.81,0
194.57,1.008,74.82,0.377
195.104,0.961,75.83,0.045
193.724,0.899,75.2,0.67
174.314,0.907,75.1,0.057
157.082,0.903,74.23,0
168.996,0.863,73.87,0.352
166.12,0.838,74.18,0.092
162.317,0.831,74.51,0.057
172.885,0.835,75.14,0.118
178.993,0.857,75.58,0
175.584,0.914,75.09,0
172.037,1.006,74.04,0
170.168,1.073,73.47,0
170.199,1.205,72.98,0
170.201,1.25,73.52,0
161.725,1.222,72.16,0.048
155.647,1.128,71.76,0.365
161.092,1.097,72.56,0
160.919,1.08,72.6,0
159.62,1.041,72.94,0.27
157.908,0.967,72.33,0.165
154.08,0.902,72.91,0.035
148.879,0.903,73.07,0
143.232,0.942,72.95,0
137.754,0.991,71.95,0
132.386,1.012,71.97,0
128.506,0.994,71.36,0
126.765,0.936,72.87,0
129.071,0.961,72.41,0.522
131.35,1.005,73.12,0
130.83,1.028,73.47,0
128.589,1.041,72.85,0
126.805,1.057,71.67,0
123.887,1.049,71.73,0
113.554,1.004,70.75,0
105.299,0.995,72.03,0
97.3153,1.022,71.86,0
90.9505,1.051,70.68,0
98.8966,1.076,69.58,0
103.712,1.091,70.38,0
98.4519,1.098,69.79,0
96.6208,1.213,70.73,0
94.1874,1.312,71.91,0
84.087,1.387,71.9,0
72.0136,1.384,71.99,0
74.0307,1.317,72.26,0.07
79.4954,1.185,73.64,0.045
69.8825,1.07,73.83,0.128
61.781,0.94,73.88,0.547
65.016,0.827,74.21,0
66.293,0.673,74.35,0
55.8905,0.575,74.6,0.2
44.5841,0.458,74.44,0.422
29.6783,0.336,74.92,0.39
26.854,0.221,75.2,0.367
